SD_SUB_SYSTEM,Discipline_Name,ITEM_Tag_NO,ITEM_Type_Code,PL_Punch_Category,PL_Punch_Description
120-06,EL,EBP-MAE-3002_2-05,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-3002_2-05,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-3002_2-05,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-3002_2-05,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-3002_2-05,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-3002_2-06,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-3002_2-06,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-3002_2-06,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-3002_2-06,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-3002_2-06,Power Cable B,C,AFC DoCUMENT انجام شود
120-06,EL,EBP-MAE-3002_2-06,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-3002_2-06,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-3002_2-06,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-3002_2-07,Power Cable B,C,AFC DoCUMENT انجام شود
120-06,EL,EBP-MAE-3002_2-07,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-3002_2-07,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-3002_2-07,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-3002_2-07,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-3002_2-07,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-3002_2-07,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-3002_2-07,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-3002_2-08,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-3002_2-08,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-3002_2-08,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-3002_2-08,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-3002_2-08,Power Cable B,C,AFC DoCUMENT انجام شود
120-06,EL,EBP-MAE-3002_2-08,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-3002_2-08,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-3002_2-08,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-3002_3-01,Power Cable B,C,AFC DoCUMENT انجام شود
120-06,EL,EBP-MAE-3002_3-01,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-3002_3-01,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-3002_3-01,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-3002_3-01,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-3002_3-01,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-3002_3-01,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-3002_3-01,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-3002_3-02,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-3002_3-02,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-3002_3-02,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-3002_3-02,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-3002_3-02,Power Cable B,C,AFC DoCUMENT انجام شود
120-06,EL,EBP-MAE-3002_3-02,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-3002_3-02,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-3002_3-02,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-3002_3-03,Power Cable B,C,AFC DoCUMENT انجام شود
120-06,EL,EBP-MAE-3002_3-03,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-3002_3-03,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-3002_3-03,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-3002_3-03,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-3002_3-03,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-3002_3-03,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-3002_3-03,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-3002_3-04,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-3002_3-04,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-3002_3-04,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-3002_3-04,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-3002_3-04,Power Cable B,C,AFC DoCUMENT انجام شود
120-06,EL,EBP-MAE-3002_3-04,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-3002_3-04,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-3002_3-04,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-3002_3-05,Power Cable B,C,AFC DoCUMENT انجام شود
120-06,EL,EBP-MAE-3002_3-05,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-3002_3-05,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-3002_3-05,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-3002_3-05,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-3002_3-05,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-3002_3-05,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-3002_3-05,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-3002_3-06,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-3002_3-06,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-3002_3-06,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-3002_3-06,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-3002_3-06,Power Cable B,C,AFC DoCUMENT انجام شود
120-06,EL,EBP-MAE-3002_3-06,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-3002_3-06,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-3002_3-06,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-3002_3-07,Power Cable B,C,AFC DoCUMENT انجام شود
120-06,EL,EBP-MAE-3002_3-07,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-3002_3-07,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-3002_3-07,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-3002_3-07,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-3002_3-07,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-3002_3-07,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-3002_3-07,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-3002_3-08,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-3002_3-08,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-3002_3-08,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-3002_3-08,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-3002_3-08,Power Cable B,C,AFC DoCUMENT انجام شود
120-06,EL,EBP-MAE-3002_3-08,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-3002_3-08,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-3002_3-08,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-5004-01,Power Cable B,C,ASBUILT مدارک انجام شود
120-06,EL,EBP-MAE-5004-01,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-5004-01,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-5004-01,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-5004-01,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-5004-01,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-5004-01,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-5004-02,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-5004-02,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-5004-02,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-5004-02,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-5004-02,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-5004-02,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-5004-03,Power Cable B,C,ASBUILT مدارک انجام شود
120-06,EL,EBP-MAE-5004-03,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-5004-03,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-5004-03,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-5004-03,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-5004-03,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-5004-03,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-5004-04,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-5004-04,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-5004-04,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-5004-04,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-5004-04,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-5004-04,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-5004-05,Power Cable B,C,ASBUILT مدارک انجام شود
120-06,EL,EBP-MAE-5004-05,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-5004-05,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-5004-05,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-5004-05,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-5004-05,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-5004-05,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-5004-06,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-5004-06,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-5004-06,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-5004-06,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-5004-06,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-5004-06,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-5004-07,Power Cable B,C,ASBUILT مدارک انجام شود
120-06,EL,EBP-MAE-5004-07,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-5004-07,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-5004-07,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-5004-07,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-5004-07,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-5004-07,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-5004-08,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-5004-08,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-5004-08,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-5004-08,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-5004-08,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-5004-08,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-5004-09,Power Cable B,C,ASBUILT مدارک انجام شود
120-06,EL,EBP-MAE-5004-09,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-5004-09,Power Cable B,A,Tag فلزی کابل ها نصب شود
120-06,EL,EBP-MAE-5004-09,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-5004-09,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-5004-09,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-5004-09,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-5004-10,Power Cable B,A,S.S tags shall be install.
120-06,EL,EBP-MAE-5004-10,Power Cable B,B,ارنج کابل ها انجام شود
120-06,EL,EBP-MAE-5004-10,Power Cable B,A,رابر گزاری جوینت ها  و نقاط برشکاری شده با بست فلزی S.S
120-06,EL,EBP-MAE-5004-10,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-5004-10,Power Cable B,B,ابتدا و انتهای کابل ها بایستی سیل شود
120-06,EL,EBP-MAE-5004-10,Power Cable B,B,فیکس کردن کابل ها درون Tray & Ladder با بست  S.S انجام شود
120-06,EL,EBP-MAE-5004-11,Power Cable B,C,ASBUILT مدارک انجام شود
120-06,EL,EBP-MAE-5004-11,Power Cable B,C,کلیه داکت بانک ها بعد از اتمام کابل کشی بایستی با اسپری فوم سیل شوند
120-06,EL,EBP-MAE-5004-11,Power Cable B,A,Tag فلزی کابل ها نصب شود
